repository,LCOM5,WMC,CBO,NOI_x,RFC,CLOC_x,DIT,NOA,NOC,NOD,NOP,LOC_x,LLOC_x,NM,NLM,NOS_x,TLOC_x,TLLOC_x,TNM,TNLM,TNOS_x,McCC,NOI_y,CLOC_y,DLOC,TCLOC,LLOC_y,LOC_y,NOS_y,NUMPAR,TLLOC_y,TLOC_y,TNOS_y,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI
freqtrade_freqtrade,2.634005763688761,12.495677233429396,0.239193083573487,0.0605187319884726,4.144092219020173,22.22478386167147,0.2593659942363112,0.2593659942363112,0.1671469740634005,0.2593659942363112,0.1671469740634005,89.31412103746398,70.21613832853026,4.469740634005763,4.083573487031701,29.26801152737752,90.04322766570606,70.68876080691642,4.510086455331412,4.100864553314121,29.582132564841498,3.07735982966643,0.396735273243435,4.610361958836054,3.441447835344216,4.612491128459901,12.508871540099362,18.706884315117104,7.185237757274663,2.6777856635911994,12.5486160397445,18.74946770759404,7.209368346344926,22.68107818089796,1.0967199342322551,159.66208962768204,0.0152341520382625,11.160668010365676,7.202130722718112,8.870116090426864,45.70245611478752,33.668124066650975
oobabooga_text-generation-webui,3.683333333333333,11.916666666666666,0.2333333333333333,0.1166666666666666,4.666666666666667,4.25,0.1666666666666666,0.1666666666666666,0.15,0.1666666666666666,0.15,59.38333333333333,45.016666666666666,5.416666666666667,4.55,32.733333333333334,59.38333333333333,45.016666666666666,5.466666666666667,4.55,32.733333333333334,2.6481481481481484,0.2481481481481481,0.8703703703703703,0.1222222222222222,0.8703703703703703,9.422222222222222,11.670370370370373,7.211111111111111,2.1703703703703705,9.514814814814814,11.766666666666667,7.274074074074074,20.41228795470057,1.0028605163720965,243.21355228029424,0.0131260570855738,8.854166666666666,5.893229166666667,13.5118640155719,39.378171256721785,48.1166974636604
matplotlib_matplotlib,3.996613995485328,13.98081264108352,0.6805869074492099,0.6388261851015802,6.335214446952596,40.40744920993228,0.5428893905191874,0.572234762979684,0.345372460496614,0.572234762979684,0.345372460496614,104.38600451467268,83.2020316027088,14.445823927765238,5.696388261851016,35.50112866817156,106.36455981941307,84.68510158013544,14.651241534988714,5.808126410835214,36.10835214446953,2.4953666398066074,0.4744157937147462,6.044117647058823,4.977034649476229,6.085414987912974,9.122280419016922,15.7209911361805,6.225020145044319,2.4317082997582595,9.288678485092667,15.93392425463336,6.337228041901692,17.39361377705693,0.9775639467279712,186.802713075865,0.0122313625688896,8.864922118380063,5.597757009345794,10.377928504214507,36.69408770667005,23.350237685780986
OpenBB-finance_OpenBBTerminal,5.988593155893536,27.73384030418251,0.0646387832699619,0.1863117870722433,7.612167300380228,34.81749049429658,0.0114068441064638,0.0114068441064638,0.0114068441064638,0.0114068441064638,0.0114068441064638,269.106463878327,236.58555133079847,7.623574144486692,7.425855513307985,66.96958174904942,269.11406844106466,236.57794676806083,7.661596958174905,7.425855513307985,66.96958174904942,3.75398867730314,0.2424086464230571,3.233144621718991,2.863612969634586,3.23623262995368,28.95728255275348,33.28255275347401,9.038600102933607,2.029850746268657,28.58620689655172,33.31909418425116,9.06484817292846,13.70939548420326,0.8124108962861132,109.19008989032464,0.008826189803713,6.71932860356463,4.799965391936321,6.066116105017906,26.478569411139407,51.96627397533714
huggingface_diffusers,3.369406021155411,16.808787632221318,0.2400325467860048,0.3913751017087062,5.538649308380798,31.54597233523189,0.0390561432058584,0.0390561432058584,0.0317331163547599,0.0390561432058584,0.0317331163547599,152.0878763222132,117.5321399511798,5.2620016273393,5.147274206672091,51.53946297803092,152.0919446704638,117.5345809601302,5.4556550040683485,5.157038242473556,51.57119609438568,3.38655737704918,0.4675409836065574,5.038688524590164,3.376229508196721,5.059672131147541,19.26688524590164,27.18262295081967,10.14,3.43344262295082,19.644918032786887,27.624590163934425,10.39032786885246,44.1870478776741,1.7806158309942948,651.2445028386143,0.0303016302654935,18.09657212458674,10.944840786497302,36.18025015770097,90.9048907964823,38.56549163224717
pypa_pipenv,2.9716183574879227,11.831521739130435,0.5996376811594203,0.3484299516908212,4.4227053140096615,14.909420289855072,0.607487922705314,0.6153381642512077,0.4190821256038647,0.6153381642512077,0.4190821256038647,64.68840579710145,50.31400966183575,9.105676328502415,4.074275362318841,25.040458937198068,64.8677536231884,50.45289855072464,9.21135265700483,4.0893719806763285,25.10326086956522,2.969986357435198,0.3988176443838108,2.670911020160679,1.6292254054873427,2.6945581324844627,9.978323480369864,13.156131574958314,6.175079581628013,2.27012278308322,10.159314840078824,13.36425648021828,6.2902834621797785,13.637666156071784,0.8813756897652917,105.29842395713928,0.0087133135814367,6.769014428955735,4.839447297627782,5.849912442063227,26.139940744310497,35.79434097524343
numpy_numpy,3.725853094274147,7.543088490456911,0.4488143435511856,0.5054945054945055,4.937536148062464,11.104106419895894,0.3383458646616541,0.3753614806246385,0.2712550607287449,0.3753614806246385,0.2712550607287449,62.31578947368421,48.249277038750726,7.200115673799885,4.432041642567959,29.521110468478888,62.33256217466744,48.26431463273568,7.436668594563331,4.534412955465587,29.703875072296125,1.755080069977123,0.314224195935944,1.924909164311668,0.9130668819808908,1.964876867178038,9.398062171982236,12.000403714170368,6.77459292154488,1.5201184228233078,9.654016955995155,12.286233346790471,6.910240882788319,14.846567848199015,0.9479620926596326,170.62529759629223,0.0109471384837059,8.218386419988557,4.958325386229258,9.479183199793797,32.84141545111986,19.982683584900347
nicolargo_glances,4.416666666666667,23.541666666666668,0.225,0.2333333333333333,7.783333333333333,35.88333333333333,0.0583333333333333,0.0583333333333333,0.0583333333333333,0.0583333333333333,0.0583333333333333,139.25,98.925,8.425,7.55,57.225,139.25,98.925,8.45,7.55,57.225,3.1284606866002216,0.4828349944629014,4.365448504983389,1.840531561461794,4.372093023255814,10.841638981173864,16.503875968992247,7.5869324473975635,1.9169435215946844,10.870431893687709,16.54042081949059,7.604651162790698,16.211548361114613,0.8809611577515816,146.23456895382031,0.0105456840228051,7.68321513002364,5.380614657210402,8.12414271965669,31.637052068415432,55.22314124048162
lllyasviel_ControlNet,2.6979166666666665,9.695833333333333,0.34375,0.29375,3.716666666666667,17.860416666666666,0.1604166666666666,0.1604166666666666,0.1375,0.1604166666666666,0.1375,74.24375,56.516666666666666,4.64375,3.4229166666666666,28.339583333333334,74.24375,56.516666666666666,4.714583333333334,3.4229166666666666,28.339583333333334,2.892479801118707,0.3064014916096955,2.705407085146053,2.0540708514605344,2.7203231821006835,13.982597886886264,17.705407085146053,8.279676817899317,3.632069608452455,14.208825357364825,17.969546302050965,8.454319453076446,27.773573937761128,1.3615439118250554,334.78603907545613,0.0191631794970547,12.532513181019333,7.864674868189807,18.599224393080867,57.48953849116365,53.49374386632016
Lightning-AI_lightning,2.624752475247525,5.842079207920792,0.2336633663366336,0.0772277227722772,3.2955445544554456,7.592574257425743,0.0524752475247524,0.0544554455445544,0.0504950495049505,0.0544554455445544,0.0504950495049505,34.201980198019804,26.612871287128712,3.3876237623762377,3.2183168316831683,12.662376237623764,34.20445544554455,26.615346534653465,3.4361386138613863,3.2212871287128717,12.66881188118812,1.84131689811203,0.2189109065376814,1.680449368076143,1.2430956467467624,1.691995631143704,6.525354969574036,8.670307380246529,3.9247932594788577,2.1046965205180217,6.6264627867061945,8.787954439070058,3.992978623810267,9.594995793219834,0.6451440665145041,50.85931520865204,0.0062514325440742,5.389523687251252,3.826678649377327,2.825517511591768,18.75429763222236,49.97346783274988
gradio-app_gradio,3.1555555555555554,8.686111111111112,0.2138888888888888,0.1555555555555555,4.105555555555555,11.40277777777778,0.1138888888888888,0.1138888888888888,0.1055555555555555,0.1138888888888888,0.1055555555555555,82.94166666666666,73.49444444444444,3.9444444444444446,3.95,26.88055555555556,82.94166666666666,73.49444444444444,4.444444444444445,3.975,26.93055555555556,2.4996003197442045,0.1630695443645084,2.569944044764189,2.15347721822542,2.6003197442046364,17.519584332533974,20.81294964028777,7.233413269384492,3.2222222222222223,18.42286171063149,21.76498800959233,7.749800159872103,16.206069199812013,0.8229819699658292,109.52458303312974,0.0099802716623582,7.420988407565589,5.337400854179378,6.084699057396096,29.94081498707473,38.18725172827379
mindsdb_mindsdb,2.6347087378640777,11.055825242718448,0.1723300970873786,0.137135922330097,4.390776699029126,11.949029126213592,0.116504854368932,0.116504854368932,0.1092233009708737,0.116504854368932,0.1092233009708737,80.4623786407767,64.71116504854369,4.481796116504855,4.253640776699029,31.743932038834952,80.55461165048544,64.7864077669903,4.560679611650485,4.262135922330097,31.765776699029125,2.6428778648099795,0.4644618508848274,2.4084711343196985,1.7539889759210907,2.430519292138091,12.724978241949522,16.79779518421816,7.463301421525965,1.943138961415724,12.901943719176096,17.009283434870902,7.588627792283145,10.608815434994982,0.6677312082463169,66.27876448234922,0.0066814312995948,5.550389680193496,4.0991668906208005,3.6821535823527336,20.04429389878408,54.93719069089055
python-telegram-bot_python-telegram-bot,3.5822784810126582,7.170886075949367,0.4291139240506329,0.0670886075949367,5.189873417721519,28.253164556962027,0.3518987341772152,0.3518987341772152,0.2810126582278481,0.3518987341772152,0.2810126582278481,108.99493670886076,84.44810126582279,5.546835443037975,5.122784810126582,29.383544303797468,109.6367088607595,84.8873417721519,6.334177215189873,5.270886075949367,29.63164556962025,1.5993788819875776,0.1900056465273856,3.509316770186336,2.9805194805194803,3.53613777526821,13.609824957651044,18.185206098249576,6.196781479390175,3.696499153020892,14.3184641445511,18.93167701863354,6.578204404291361,12.67336281605299,0.6419033804513001,48.28258482248662,0.0082624841261415,7.00460704607046,4.715989159891599,2.682365823471521,24.787452378424305,36.51537431852406
google_jax,6.655097613882863,11.154013015184384,0.3731019522776572,1.5574837310195229,12.686550976138829,11.226681127982646,0.1550976138828633,0.1648590021691974,0.1388286334056399,0.1648590021691974,0.1388286334056399,112.97288503253796,90.14316702819956,8.686550976138829,11.129067245119304,48.92733188720174,113.0173535791757,90.175704989154,12.771149674620393,11.189804772234272,49.01626898047722,1.5698366661578385,0.3920012211876049,0.954052816363914,0.2608762021065486,1.1163181193710885,9.90551060906732,11.840329720653337,5.741260876202107,2.009769500839566,12.010227446191422,14.058311708136165,6.895741108227751,14.192872912852463,0.8626409109363541,118.94240102526037,0.0092064530343731,7.05039534277522,4.912937700929708,6.607911168069783,27.619359103122324,19.67400331257899
gunthercox_ChatterBot,1.0942028985507246,1.5960144927536233,0.0688405797101449,0.0217391304347826,1.201086956521739,2.527173913043478,0.0471014492753623,0.0471014492753623,0.0471014492753623,0.0471014492753623,0.0471014492753623,18.67572463768116,14.632246376811594,1.306159420289855,1.1793478260869563,5.635869565217392,18.76086956521739,14.681159420289855,1.318840579710145,1.1865942028985508,5.648550724637682,1.3595679012345678,0.1003086419753086,1.5524691358024691,1.3842592592592593,1.5540123456790125,7.640432098765432,10.785493827160494,4.78858024691358,1.2314814814814814,7.665123456790123,10.811728395061728,4.804012345679013,3.077189361927137,0.2068679129901118,29.01262082720003,0.0021347622395351,1.7190476190476192,1.192063492063492,1.611812268177781,6.404286718605452,78.0077866532527
merenlab_anvio,4.083950617283951,31.044444444444444,0.9037037037037036,0.7481481481481481,6.222222222222222,38.14074074074074,0.5160493827160494,0.5728395061728395,0.4074074074074074,0.5728395061728395,0.4074074074074074,200.841975308642,147.95802469135802,8.51358024691358,5.474074074074074,92.23950617283953,200.8740740740741,147.99012345679012,8.580246913580247,5.476543209876543,92.24938271604938,5.738475581926061,0.419443176631675,6.4272021907804655,3.59926973984482,6.43222272934733,23.051574623459608,34.112733911455955,16.962117754450023,2.422638064810589,23.17571884984025,34.244180739388405,17.050205385668644,34.72366586847623,1.5512088819630236,333.0257361583834,0.0225701822890308,15.001732351667387,9.92334343871806,18.50142978657677,67.71054686709222,20.47197967170337
pyecharts_pyecharts,1.365979381443299,3.077319587628866,0.2525773195876288,0.1391752577319587,1.6597938144329898,1.3350515463917525,0.1855670103092783,0.1855670103092783,0.1804123711340206,0.1855670103092783,0.1804123711340206,38.05670103092783,35.28865979381443,1.8969072164948453,1.5206185567010309,6.087628865979381,38.05670103092783,35.28865979381443,1.902061855670103,1.5206185567010309,6.087628865979381,2.03061224489796,0.1972789115646258,0.1428571428571428,0.0442176870748299,0.1428571428571428,22.047619047619047,22.64625850340136,4.003401360544218,7.795918367346939,22.078231292517007,22.67687074829932,4.017006802721088,3.0338173872695378,0.2466433531813918,17.73367900977405,0.0020661325994456,1.8604651162790693,1.346723044397463,0.98520438943189,6.198397798336958,74.83175885583609
ludwig-ai_ludwig,2.404494382022472,5.129213483146067,0.599250936329588,0.2247191011235955,2.960674157303371,6.557116104868914,0.5580524344569289,0.5720973782771536,0.5,0.5720973782771536,0.5,48.66385767790262,39.60299625468165,4.057116104868914,2.735955056179775,11.404494382022472,48.68352059925093,39.61329588014981,4.110486891385768,2.752808988764045,11.48314606741573,1.9001040582726327,0.2147069025320846,1.960110995490808,1.2424557752341312,1.989247311827957,8.917100242802636,11.542143600416232,4.157821713492889,2.7048213666319807,9.061394380853278,11.72147069025321,4.252514741588623,10.112688842111863,0.6361850624623777,61.0593929405629,0.0062706834122427,5.172842576473514,3.7988062670977367,3.392188496697944,18.81205023672812,50.49977009456013
aleju_imgaug,6.589189189189189,13.074594594594595,0.5891891891891892,0.8443243243243244,9.062702702702705,36.8,0.5318918918918919,0.5318918918918919,0.3643243243243243,0.5318918918918919,0.3643243243243243,137.7816216216216,95.0637837837838,21.41081081081081,8.218378378378379,51.81837837837838,137.7881081081081,95.07027027027029,21.72648648648649,8.284324324324324,51.92648648648649,1.640754307420974,0.3177316510649844,2.0111246777913445,1.2576312576312576,2.022249355582689,10.311490978157645,13.35273368606702,6.415683082349749,1.6402116402116402,10.501424501424502,13.554063220729889,6.516347849681183,22.60937518981558,1.101829626882829,450.93292682269634,0.0186444520878637,12.125088715400992,6.818310858765082,25.051829267927577,55.93335626359267,4.788722969024531
twitter_the-algorithm-ml,0.9202898550724636,2.565217391304348,0.1376811594202898,0.1594202898550724,1.2753623188405796,4.594202898550725,0.0507246376811594,0.0507246376811594,0.0507246376811594,0.0507246376811594,0.0507246376811594,24.159420289855078,18.77536231884058,1.210144927536232,1.115942028985507,7.239130434782608,24.18840579710145,18.78985507246377,1.2391304347826086,1.115942028985507,7.239130434782608,2.36,0.3333333333333333,2.3866666666666667,1.58,2.4,11.053333333333333,14.64,6.6066666666666665,2.4066666666666667,11.226666666666668,14.826666666666666,6.66,10.718122672852154,0.8246504883321482,81.29912264593919,0.0071136610599609,5.950757575757576,4.238636363636363,4.516617924774401,21.3409831798828,62.254105550357934
unifyai_ivy,7.777158774373259,14.493036211699163,0.245125348189415,0.1643454038997214,9.696378830083566,151.69359331476323,0.3899721448467966,0.3899721448467966,0.2033426183844011,0.3899721448467966,0.2033426183844011,270.8050139275766,258.9442896935933,10.579387186629528,9.532033426183844,23.573816155988855,270.8050139275766,258.9442896935933,10.671309192200557,9.532033426183844,23.573816155988855,1.5352611389790498,0.2000590144585423,16.0177043375627,15.83977574505754,16.02744172322219,11.2165830628504,27.27353201534376,2.4520507524343462,3.9454116258483327,11.295957509589847,27.362348775449984,2.497196813219239,9.454581711089132,0.5929732263201865,93.67984710436774,0.0064439468387958,4.718265541059094,3.098541826554106,5.204435950242577,19.331840516387988,41.7879452993736
smicallef_spiderfoot,3.917985611510791,16.005755395683455,0.6302158273381295,0.1928057553956834,5.302158273381295,8.666187050359712,0.0,0.0,0.0,0.0,0.0,106.09640287769784,82.2589928057554,4.9784172661870505,5.109352517985611,50.992805755395686,106.09640287769784,82.2589928057554,5.110791366906475,5.110791366906475,50.99424460431655,3.215028901734104,0.2398843930635838,1.5557803468208091,0.9997109826589596,1.5632947976878613,12.820231213872832,16.936416184971097,10.132658959537572,1.4742774566473988,12.958959537572252,17.10751445086705,10.24306358381503,13.377459349568904,0.5139808924320595,111.25880571866092,0.0082545926566659,5.342219646479282,3.6090988119385687,6.181044762147811,24.76377796999785,68.96475528794011
saltstack_salt,4.087695133149679,10.787878787878787,0.4678604224058769,0.2520661157024793,5.435720844811754,17.652433425160698,0.2226813590449954,0.2887970615243342,0.226813590449954,0.2887970615243342,0.226813590449954,105.40449954086316,89.38842975206612,6.53030303030303,5.183654729109275,33.00826446280992,105.84297520661156,89.75528007346189,6.749770431588614,5.299816345270891,33.18549127640037,2.1234523271577044,0.2647085404428377,2.867871667419792,2.054676909173068,2.97849073655671,14.344780840488026,17.788883868052416,6.392860370537732,1.6040668775417986,14.684319927699956,18.232444645277905,6.52254857659286,11.088002010109632,0.6818476300560058,74.50550001996811,0.0071351349711111,5.804396337240619,4.199553697386309,4.139194445555447,21.40540491334013,43.327477781452735
karlproject_karl,2.1816160118606374,4.902149740548555,0.4121571534469977,0.0778354336545589,4.184581171237954,1.8858413639733136,0.1097108969607116,0.1104521868050407,0.1037805782060785,0.1104521868050407,0.1037805782060785,44.040770941438105,37.51223128243143,4.349147516679022,4.106745737583395,24.560415122312826,44.040770941438105,37.51223128243143,4.58932542624166,4.178650852483321,24.660489251297257,1.2446828533785057,0.5834744965179748,0.3786937699981178,0.1810653115000941,0.3805759457933371,8.566534914361002,9.383587427065688,6.153773762469415,1.5531714662149445,8.77639751552795,9.598155467720686,6.261434217955957,4.095839796163445,0.3111088183645777,24.06553257530228,0.0027331057198882,2.439265212399541,1.7804822043628017,1.3369740319612382,8.199317159664913,39.41624579955887
borgbackup_borg,3.044943820224719,11.0,0.5430711610486891,0.6254681647940075,4.876404494382022,9.071161048689138,0.2921348314606741,0.4007490636704119,0.3071161048689138,0.4007490636704119,0.3071161048689138,76.5505617977528,64.37078651685393,6.99625468164794,4.250936329588015,35.2247191011236,77.05243445692884,64.67415730337079,7.400749063670412,4.348314606741573,35.37078651685393,2.7891737891737893,0.4672364672364672,1.6666666666666667,0.4491927825261159,1.804368471035137,13.640075973409306,15.598290598290598,8.183285849952517,2.592592592592593,14.721747388414055,16.824311490978157,8.952516619183285,17.208267067410127,0.991879361355833,127.73060553182536,0.0113337723275287,8.845704266510813,5.9719462302746935,7.096144751768096,34.001316982586495,29.85127901510431
pytorch_audio,2.127450980392157,5.340336134453781,0.2605042016806723,0.3361344537815126,3.7282913165266103,14.214285714285714,0.0784313725490196,0.0896358543417367,0.088235294117647,0.0896358543417367,0.088235294117647,59.32212885154062,47.01820728291317,3.5252100840336134,3.392156862745098,20.393557422969188,59.35294117647059,47.03221288515406,3.5826330532212887,3.392156862745098,20.393557422969188,1.6014279714405713,0.5073498530029399,2.653926921461571,2.1923561528769424,2.6598068038639227,11.126837463250736,14.506929861402773,6.058378832423352,2.7093658126837465,11.215455690886182,14.60184796304074,6.115497690046199,13.06924298620115,0.8489805861666659,118.75805351744896,0.0090906951658375,6.978419654714475,4.551128818061089,6.597669639858255,27.272085497512265,50.36131576131418
facebookresearch_ParlAI,2.062176165803109,6.859671848013817,0.4162348877374784,0.3609671848013817,3.174870466321244,10.961139896373057,0.3687392055267703,0.3803972366148532,0.3026770293609672,0.3803972366148532,0.3026770293609672,54.18091537132988,44.93134715025906,5.026338514680484,2.813903281519862,19.93782383419689,54.19516407599309,44.93998272884284,5.065198618307426,2.817357512953368,19.944732297063904,2.468842268842269,0.4248640248640248,3.011344211344212,2.176223776223776,3.022222222222222,13.150893550893551,16.836208236208236,7.110800310800311,2.1804195804195805,13.262781662781665,16.95912975912976,7.177622377622377,14.37192535777118,0.8169296486083915,111.94226572626606,0.0090608887249587,6.8058813811333225,4.830497274078969,6.219014762570313,27.18266617487616,49.64122825631714
Mikubill_sd-webui-controlnet,2.6939571150097468,8.96393762183236,0.3372319688109161,0.4249512670565302,3.898635477582846,18.189083820662766,0.1033138401559454,0.1072124756335282,0.0994152046783625,0.1072124756335282,0.0994152046783625,72.93859649122807,56.91910331384016,3.853801169590643,3.473684210526316,28.167641325536064,72.98148148148148,56.960038986354775,3.971734892787525,3.478557504873294,28.183235867446395,2.6673433874709978,0.3471577726218097,3.5475638051044083,2.641241299303944,3.586136890951276,13.25522041763341,17.807134570765662,8.03683294663573,3.155742459396752,13.730278422273782,18.3677494199536,8.382830626450117,22.22791911877329,1.2125261134401006,231.5718123475149,0.0146183899198184,10.192078695314525,6.792907067046337,12.86510068597302,43.85516975945503,52.86351171377426
pyodide_pyodide,2.4239130434782608,4.130434782608695,0.3152173913043478,0.0760869565217391,2.9239130434782608,13.228260869565217,0.1847826086956521,0.1847826086956521,0.1630434782608695,0.1847826086956521,0.1630434782608695,35.5,27.90217391304348,4.3478260869565215,2.847826086956522,8.293478260869565,35.67391304347826,28.07608695652174,4.456521739130435,2.847826086956522,8.293478260869565,1.507936507936508,0.1547619047619047,3.742063492063492,3.361111111111111,3.746031746031746,5.313492063492063,9.325396825396826,2.8373015873015874,2.0793650793650795,5.587301587301587,9.59920634920635,3.0277777777777777,15.06817510397084,0.7977191249034302,76.53800196697323,0.0098337047284664,7.841625788367204,5.388927820602663,4.25211122038741,29.501114185399658,41.452716841710895
spotDL_spotify-downloader,1.396551724137931,7.206896551724138,0.3620689655172414,0.0344827586206896,1.827586206896552,21.017241379310345,0.0344827586206896,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689,67.84482758620689,50.94827586206897,1.793103448275862,1.793103448275862,17.82758620689655,67.84482758620689,50.94827586206897,1.793103448275862,1.793103448275862,17.82758620689655,4.019230769230769,0.2403846153846154,9.817307692307692,7.576923076923077,9.817307692307692,18.365384615384617,32.31730769230769,9.942307692307692,2.519230769230769,18.365384615384617,32.31730769230769,9.942307692307692,22.99134014498234,1.0993360090049664,176.09958716306994,0.0143245420958837,10.143333333333333,7.076666666666667,9.783310397948336,42.97362628765151,62.31113391604696
Rapptz_discord.py,2.9788838612368025,7.46606334841629,0.4404223227752639,0.1372549019607843,3.5052790346908,24.184012066365007,0.3710407239819004,0.3800904977375565,0.3016591251885369,0.3800904977375565,0.3016591251885369,60.71794871794872,45.45399698340875,4.171945701357466,3.368024132730015,14.951734539969834,60.7209653092006,45.45701357466064,4.254901960784314,3.3936651583710407,14.971342383107087,2.255125284738041,0.1649202733485193,4.91617312072893,4.428701594533029,4.920728929384966,7.650113895216401,13.30250569476082,4.441913439635536,2.222779043280182,7.804100227790433,13.480637813211844,4.522095671981777,6.52359478334965,0.5557275645634617,43.44357441676203,0.0044533370470065,4.040641711229947,2.9258467023172905,2.4135319120423344,13.360011141019896,30.08683436790631
networkx_networkx,5.673575129533679,10.791018998272884,0.3022452504317789,0.2245250431778929,6.867012089810017,20.24870466321244,0.2659758203799655,0.2677029360967184,0.2020725388601036,0.2677029360967184,0.2020725388601036,104.74611398963732,85.62003454231433,8.373056994818652,6.642487046632124,46.22452504317789,104.93264248704664,85.73747841105354,8.57685664939551,6.689119170984456,46.30224525043178,1.6639147802929428,0.1861517976031957,2.3685752330226366,1.5912117177097205,2.387749667110519,11.180559254327564,14.01571238348868,7.063382157123835,1.2932090545938748,11.298535286284954,14.151264980026632,7.131025299600533,19.05719264179045,1.0136836224036894,179.37037228294318,0.0127946508207264,9.457034768510178,6.252567105026121,9.965020682385662,38.38395246217996,34.5151245419648
OpenBMB_ChatDev,2.9731543624161074,9.322147651006713,0.4093959731543624,0.0805369127516778,4.416107382550336,8.395973154362416,0.1812080536912751,0.1812080536912751,0.1812080536912751,0.1812080536912751,0.1812080536912751,47.1744966442953,41.12080536912752,5.174496644295302,4.3355704697986575,24.174496644295303,47.1744966442953,41.12080536912752,5.214765100671141,4.3355704697986575,24.174496644295303,2.1703125,0.3453125,1.3796875,1.015625,1.40625,8.0484375,9.6015625,5.5734375,1.84375,8.121875,9.7015625,5.628125,9.851778293177397,0.6265903402100075,85.23772786391433,0.0071561002331445,5.531409168081494,3.477079796264856,4.73542932577302,21.468300699433573,64.2944450649721
comfyanonymous_ComfyUI,2.343680709534368,6.891352549889136,0.5121951219512195,0.4456762749445676,3.1818181818181817,6.902439024390244,0.0886917960088691,0.0886917960088691,0.073170731707317,0.0886917960088691,0.073170731707317,54.92461197339246,44.42572062084257,3.1773835920177382,2.7361419068736144,23.78713968957872,55.04656319290466,44.53880266075388,3.250554323725056,2.745011086474501,23.851441241685144,2.579253112033195,0.329460580912863,1.6,0.6605809128630705,1.6107883817427386,14.87551867219917,17.536929460580915,8.653941908713692,3.615767634854772,15.195020746887966,17.912033195020747,8.902904564315353,40.41752207398661,1.6833124135957536,534.4203232834205,0.0295304213031955,18.00423728813559,10.29978813559322,29.690017960190044,88.59126390958667,32.48077293533374
apache_tvm,1.8192004845548155,4.935493640218049,0.4000605693519079,0.211992731677771,2.4043004239854637,9.581465778316172,0.3940036341611145,0.3949121744397335,0.3216232586311326,0.3949121744397335,0.3216232586311326,39.16989703210176,31.41217443973349,3.228346456692913,2.1923076923076925,13.825560266505148,39.2931556632344,31.49878861296184,3.3473652331920047,2.2286493034524533,13.969109630526953,2.3395061728395063,0.2945736434108527,2.9830605799598047,2.368073499856445,3.01923629055412,10.52354292276773,14.116279069767442,6.342807924203273,2.5983347688774043,10.982917025552684,14.625610106230262,6.599483204134367,26.304484048820303,0.9373821639250428,321.2091253041628,0.0204174196506709,12.221337579617837,6.798284364084652,17.844951405787032,61.25225895201626,39.1450009458756
